,Diphtheria,Life_expectancy,clusters
0,0.6907474010333945,0.812840537231172,0
1,0.6907474010333945,1.4827706667462262,0
2,-1.4339651670349578,-0.36751254810487544,2
3,0.43320648369177606,-0.1973715628312115,0
4,0.4975917130271807,1.3657987393705822,0
5,0.1756655663501576,0.9936153340844409,0
6,0.6907474010333945,0.24924852351215837,0
7,0.8195178597042038,0.24924852351215837,0
8,0.8195178597042038,0.32368520456938693,0
9,0.2400507956855622,-0.01659676597794255,0
10,0.5619769423625853,0.5682628709002795,0
11,-0.7901128736809117,1.1637563193581049,0
12,0.7551326303687992,0.3662204508878022,0
13,0.8195178597042038,-0.0591320122963593,0
14,0.4975917130271807,1.3445311162113738,0
15,0.30443602502096684,1.0574182035620645,0
16,0.7551326303687992,1.2913620583133536,0
17,-0.7257276443455071,-0.8673016923462655,2
18,0.7551326303687992,1.3870663625297905,0
19,-0.2750310389976747,-0.6333578375949771,2
20,0.30443602502096684,-0.7928650112890377,2
21,-0.4681867270038886,-0.0059629543983391155,2
22,-2.3353583777306226,-1.6010346913389446,1
23,-0.8544981030163162,-0.5376535333785409,2
24,0.4975917130271807,0.32368520456938693,0
25,0.5619769423625853,0.49382618984305093,0
26,0.8195178597042038,-0.28244205546804346,0
27,-0.14626058032686548,-1.196949851313991,2
28,0.7551326303687992,0.4193895087858224,0
29,-0.8544981030163162,-2.1752605166375627,2
30,0.5619769423625853,-0.3781463596844804,0
31,0.5619769423625853,1.4189677972686023,0
32,-0.2750310389976747,-1.6010346913389446,2
33,0.7551326303687992,0.5150938130022593,0
34,0.4975917130271807,-0.6014564028561645,2
35,0.5619769423625853,1.1850239425173132,0
36,0.7551326303687992,0.6001643056390913,0
37,-1.562735625705767,-0.49511828706012423,2
38,0.8195178597042038,0.4087556972062189,0
39,-1.04765379102253,-0.48448447548052076,2
40,0.6263621716979899,1.4508692320074141,0
41,-0.33941626833307936,-1.3458232134284471,2
42,0.1756655663501576,1.0361505804028561,0
43,0.6907474010333945,-0.8460340691870579,2
44,0.30443602502096684,1.1212210730396897,0
45,0.6263621716979899,0.3449528277285938,0
46,0.7551326303687992,1.3445311162113738,0
47,0.7551326303687992,1.3445311162113738,0
48,0.6263621716979899,0.12164278455690963,0
49,0.6907474010333945,0.398121885626614,0
50,0.5619769423625853,0.6214319287982997,0
51,0.8195178597042038,1.2062915656765216,0
52,0.43320648369177606,1.2913620583133536,0
53,0.5619769423625853,0.7596714793331518,0
54,0.6263621716979899,0.7384038561739434,0
55,0.6263621716979899,0.398121885626614,0
56,-2.5285140657368363,-2.2177957629559786,1
57,0.5619769423625853,0.7703052909127552,0
58,-1.1120390203579347,-0.3249773017864602,2
59,0.43320648369177606,0.45129094352463417,0
60,-1.3695799376995532,-2.738852530356576,1
61,0.8195178597042038,0.23861471193255343,0
62,-0.33941626833307936,-1.207583662893595,2
63,0.3688212543563715,-0.3994139828436888,2
64,0.6907474010333945,0.6320657403779031,0
65,-0.2750310389976747,-0.27180824388844005,2
66,0.4975917130271807,0.2598823350917618,0
67,-1.1120390203579347,-0.0910334470351711,2
68,-4.009374340451142,-1.388358459746864,1
69,0.8195178597042038,0.6107981172186947,0
70,0.6263621716979899,-0.7396959533910175,2
71,0.6263621716979899,1.046784391982461,0
72,0.4975917130271807,0.7490376677535484,0
73,-0.017490121656056255,0.8022067256515686,0
74,0.8195178597042038,0.8553757835495888,0
75,0.7551326303687992,1.4721368551666225,0
76,0.11128033701475298,0.7809391024923602,0
77,0.1756655663501576,-0.8460340691870579,2
78,-3.55867773510331,-1.6542037492369648,1
79,0.04689510767934836,0.24924852351215837,0
80,0.7551326303687992,0.6107981172186947,0
81,0.5619769423625853,0.5257276245818627,0
82,0.4975917130271807,-0.8779355039258697,2
83,-3.8806038817803334,-1.7180066187145884,1
84,0.6263621716979899,1.5253059130646427,0
85,0.7551326303687992,0.6001643056390913,0
86,-0.21064580966227012,-1.515964198702112,2
87,-0.017490121656056255,-0.15483631651279472,2
88,-2.979210671084669,-2.005119531363898,1
89,-0.21064580966227012,-1.292654155530427,2
90,0.6907474010333945,-0.356878736525272,0
91,0.6907474010333945,1.3764325509501856,0
