,GDP_per_capita,Life_expectancy,clusters
0,-0.03159285566199629,0.812840537231172,1
1,0.8387205187573173,1.4827706667462262,0
2,-0.6180621694502553,-0.36751254810487544,1
3,-0.4367468831128983,-0.1973715628312115,1
4,1.3261456191293721,1.3657987393705822,0
5,-0.14357128657262458,0.9936153340844409,1
6,-0.13158203473989383,0.24924852351215837,1
7,-0.1517806757585831,0.24924852351215837,1
8,-0.46261531810174594,0.32368520456938693,1
9,-0.5496112193313638,-0.01659676597794255,1
10,-0.14670148532698288,0.5682628709002795,1
11,0.4604980126646678,1.1637563193581049,1
12,1.2099148427411248,0.3662204508878022,0
13,-0.5835709227984583,-0.0591320122963593,1
14,4.005891054629339,1.3445311162113738,0
15,3.3633734650319105,1.0574182035620645,0
16,1.8606418215245124,1.2913620583133536,0
17,-0.6127467376032318,-0.8673016923462655,2
18,1.2732275420745602,1.3870663625297905,0
19,-0.25749870916049483,-0.6333578375949771,2
20,-0.5882957511069237,-0.7928650112890377,2
21,-0.5725266366274206,-0.0059629543983391155,1
22,-0.559238057009862,-1.6010346913389446,2
23,-0.6542071060100151,-0.5376535333785409,2
24,0.10288757006769815,0.32368520456938693,1
25,-0.40597643875401784,0.49382618984305093,1
26,-0.21869605667722333,-0.28244205546804346,1
27,-0.5999306408165196,-1.196949851313991,2
28,-0.4148945521862461,0.4193895087858224,1
29,-0.6260353172207905,-2.1752605166375627,2
30,-0.593670243307803,-0.3781463596844804,1
31,4.162932535531955,1.4189677972686023,0
32,-0.33746642828127055,-1.6010346913389446,2
33,-0.4225133378336465,0.5150938130022593,1
34,-0.6403279228538982,-0.6014564028561645,2
35,1.5485669117503773,1.1850239425173132,0
36,0.5189677629819263,0.6001643056390913,1
37,-0.5937293036616589,-0.49511828706012423,2
38,0.12538956488676428,0.4087556972062189,1
39,-0.6541480456561592,-0.48448447548052076,2
40,2.5479862196985064,1.4508692320074141,0
41,-0.6546795888408616,-1.3458232134284471,2
42,2.2983971643038252,1.0361505804028561,0
43,-0.6425722163004192,-0.8460340691870579,2
44,-0.010980792166316289,1.1212210730396897,1
45,-0.40001134301458036,0.3449528277285938,1
46,2.1751382058067357,1.3445311162113738,0
47,1.9315142461514923,1.3445311162113738,0
48,-0.6229051184664323,0.12164278455690963,1
49,-0.20517123564424133,0.398121885626614,1
50,1.2931899416778263,0.6214319287982997,0
51,0.6672683115138818,1.2062915656765216,1
52,3.595953138516116,1.2913620583133536,0
53,-0.057047868173853246,0.7596714793331518,1
54,0.024750721916452764,0.7384038561739434,1
55,-0.1925913802729524,0.398121885626614,1
56,-0.6491279155784149,-2.2177957629559786,2
57,-0.43485695178951217,0.7703052909127552,1
58,-0.5451226324383218,-0.3249773017864602,1
59,-0.5112810496789388,0.45129094352463417,1
60,-0.6100299613258642,-2.738852530356576,2
61,-0.322819460525028,0.23861471193255343,1
62,-0.605600434786678,-1.207583662893595,2
63,-0.5023629362467106,-0.3994139828436888,1
64,0.1688579853246453,0.6320657403779031,1
65,-0.6436353026698239,-0.27180824388844005,1
66,-0.10482769444320889,0.2598823350917618,1
67,-0.532838078836312,-0.0910334470351711,1
68,-0.6728701778284532,-1.388358459746864,2
69,1.2772436461367558,0.6107981172186947,0
70,-0.6014662100167708,-0.7396959533910175,2
71,1.3875093267855654,1.046784391982461,0
72,0.11971977091660588,0.7490376677535484,1
73,-0.09726796914966436,0.8022067256515686,1
74,0.4077571166714235,0.8553757835495888,1
75,1.466945502721639,1.4721368551666225,0
76,-0.43444352931252145,0.7809391024923602,1
77,-0.6087306335410363,-0.8460340691870579,2
