,Schooling,Life_expectancy,clusters
0,0.05294134169209838,0.812840537231172,2
1,0.652121052490192,1.4827706667462262,1
2,-0.8300603373787767,-0.36751254810487544,2
3,0.08447711594462981,-0.1973715628312115,2
4,1.6297300543186612,1.3657987393705822,1
5,0.08447711594462981,0.9936153340844409,2
6,1.3774438602984111,0.24924852351215837,1
7,0.8097999237528483,0.24924852351215837,1
8,0.6205852782376609,0.32368520456938693,1
9,1.0305503435205674,-0.01659676597794255,1
10,-0.10473752957055789,0.5682628709002795,2
11,0.7151926009952548,1.1637563193581049,1
12,1.0620861177730985,0.3662204508878022,1
13,0.9044072465104422,-0.0591320122963593,1
14,1.472051183056005,1.3445311162113738,1
15,1.4089796345509422,1.0574182035620645,1
16,1.472051183056005,1.2913620583133536,1
17,-1.3030969511667454,-0.8673016923462655,0
18,1.1251576662781608,1.3870663625297905,1
19,0.05294134169209838,-0.6333578375949771,2
20,-0.26241640083321416,-0.7928650112890377,2
21,0.02140556743956724,-0.0059629543983391155,2
22,-0.6093099176110578,-1.6010346913389446,0
23,-0.48316682060093297,-0.5376535333785409,2
24,1.3774438602984111,0.32368520456938693,1
25,0.9044072465104422,0.49382618984305093,1
26,1.282836537540817,-0.28244205546804346,1
27,-0.48316682060093297,-1.196949851313991,0
28,0.6836568267427238,0.4193895087858224,1
29,-0.13627330382308903,-2.1752605166375627,0
30,-1.6815262421971207,-0.3781463596844804,0
31,1.7874089255813177,1.4189677972686023,1
32,0.4313706327224735,-1.6010346913389446,0
33,0.7151926009952548,0.5150938130022593,1
34,-1.1769538541566205,-0.6014564028561645,0
35,1.945087796843974,1.1850239425173132,1
36,0.5890495039851298,0.6001643056390913,1
37,-0.13627330382308903,-0.49511828706012423,2
38,0.24215598720728607,0.4087556972062189,2
39,-0.48316682060093297,-0.48448447548052076,2
40,1.1882292147832236,1.4508692320074141,1
41,-1.0508107571464955,-1.3458232134284471,0
42,1.5981942800661297,1.0361505804028561,1
43,-1.334632725419277,-0.8460340691870579,0
44,0.30522753571234834,1.1212210730396897,1
45,0.9044072465104422,0.3449528277285938,1
46,1.472051183056005,1.3445311162113738,1
47,1.4089796345509422,1.3445311162113738,1
48,0.9674787950155046,0.12164278455690963,1
49,0.2736917614598172,0.398121885626614,2
50,0.3682990842174112,0.6214319287982997,1
51,0.7782641495003172,1.2062915656765216,1
52,1.5981942800661297,1.2913620583133536,1
53,0.11601289019716095,0.7596714793331518,2
54,0.7151926009952548,0.7384038561739434,1
55,0.9359430207629734,0.398121885626614,1
56,-1.2400254026616828,-2.2177957629559786,0
57,0.08447711594462981,0.7703052909127552,2
58,-1.5238473709344642,-0.3249773017864602,0
59,1.0936218920256298,0.45129094352463417,1
60,-0.26241640083321416,-2.738852530356576,0
61,0.05294134169209838,0.23861471193255343,2
62,-0.5147025948534641,-1.207583662893595,0
63,-0.6723814661161204,-0.3994139828436888,2
64,0.4629064069750046,0.6320657403779031,1
65,-1.4607758224294016,-0.27180824388844005,0
66,1.3143723117933488,0.2598823350917618,1
67,-0.35702372359080786,-0.0910334470351711,2
68,-1.7130620164496517,-1.388358459746864,0
69,-0.19934485232815158,0.6107981172186947,2
70,-0.45163104634840157,-0.7396959533910175,0
71,1.6612658285711925,1.046784391982461,1
72,0.6836568267427238,0.7490376677535484,1
73,0.49444218122753575,0.8022067256515686,1
74,0.5890495039851298,0.8553757835495888,1
75,1.1882292147832236,1.4721368551666225,1
76,-0.13627330382308903,0.7809391024923602,2
77,-1.4292400481768703,-0.8460340691870579,0
78,-1.7445977907021828,-1.6542037492369648,0
79,0.9674787950155046,0.24924852351215837,1
80,-1.1769538541566205,0.6107981172186947,2
81,1.1566934405306926,0.5257276245818627,1
82,-0.2939521750857453,-0.8779355039258697,0
83,-1.7445977907021828,-1.7180066187145884,0
84,1.8189446998338488,1.5253059130646427,1
85,0.4629064069750046,0.6001643056390913,1
86,-1.5869189194395266,-1.515964198702112,0
87,-0.9562034343889018,-0.15483631651279472,2
88,-1.366168499671808,-2.005119531363898,0
89,-0.45163104634840157,-1.292654155530427,0
90,1.1882292147832236,-0.356878736525272,1
91,1.0620861177730985,1.3764325509501856,1
92,-1.366168499671808,-0.8141326344482454,0
93,-0.735453014621183,-2.7175849071973683,0
94,-0.6723814661161204,-1.8668799808290455,0
95,0.30522753571234834,0.6320657403779031,2
96,-1.6815262421971207,-1.6435699376573607,0
97,0.9044072465104422,-0.21863918599041984,1
98,-1.0508107571464955,0.1960794656141382,2
99,-0.10473752957055789,0.6533333635371115,2
100,-1.5553831451869955,-1.0161750544607226,0
101,-0.48316682060093297,-0.356878736525272,2
102,0.6836568267427238,1.2913620583133536,1
103,-1.271561176914214,0.10037516139770125,2
104,-0.8931318858838392,-0.3462449249456686,2
105,0.08447711594462981,-0.14420250493319128,2
106,-1.271561176914214,-0.5270197217989367,0
107,0.17908443870222324,0.5150938130022593,2
108,0.84133569800538,0.3555866393081987,1
109,-0.13627330382308903,0.29178376983057364,2
110,1.5351227315610674,1.4296016088482058,1
111,0.49444218122753575,1.2700944351541452,1
112,0.11601289019716095,0.6639671751167149,2
113,0.49444218122753575,0.7171362330147351,1
114,0.3998348584699423,0.8022067256515686,1
115,1.0305503435205674,0.6746009866963198,1
116,0.4629064069750046,0.10037516139770125,2
117,-0.6408456918635893,-1.7392742418737968,0
