,Polio,Life_expectancy,clusters
0,0.69641438613863,0.812840537231172,0
1,0.69641438613863,1.4827706667462262,0
2,-1.2932748386487567,-0.36751254810487544,2
3,0.3647995153407323,-0.1973715628312115,0
4,0.4974454636598914,1.3657987393705822,0
5,0.16583059286199361,0.9936153340844409,0
6,0.69641438613863,0.24924852351215837,0
7,0.8290603344577893,0.24924852351215837,0
8,0.69641438613863,0.32368520456938693,0
9,0.6300914119790505,-0.01659676597794255,0
10,0.6300914119790505,0.5682628709002795,0
11,-0.6963680712125406,1.1637563193581049,0
12,0.69641438613863,0.3662204508878022,0
13,0.8290603344577893,-0.0591320122963593,0
14,0.4974454636598914,1.3445311162113738,0
15,0.29847654118115274,1.0574182035620645,0
16,0.7627373602982097,1.2913620583133536,0
17,-0.7626910453721202,-0.8673016923462655,2
18,0.563768437819471,1.3870663625297905,0
19,-0.4310761745742224,-0.6333578375949771,2
20,0.29847654118115274,-0.7928650112890377,2
21,-0.6963680712125406,-0.0059629543983391155,2
22,-2.420765399361609,-1.6010346913389446,1
23,-0.8953369936912793,-0.5376535333785409,2
24,0.563768437819471,0.32368520456938693,0
25,0.563768437819471,0.49382618984305093,0
26,0.8290603344577893,-0.28244205546804346,0
27,-0.6300450970529611,-1.196949851313991,2
28,0.7627373602982097,0.4193895087858224,0
29,-1.1606288903295976,-2.1752605166375627,1
30,0.563768437819471,-0.3781463596844804,0
31,0.6300914119790505,1.4189677972686023,0
32,-0.497399148733802,-1.6010346913389446,2
33,0.7627373602982097,0.5150938130022593,0
34,0.4974454636598914,-0.6014564028561645,2
35,0.4974454636598914,1.1850239425173132,0
36,0.7627373602982097,0.6001643056390913,0
37,-1.691212683606234,-0.49511828706012423,1
38,0.8290603344577893,0.4087556972062189,0
39,-1.0279829420104385,-0.48448447548052076,2
40,0.6300914119790505,1.4508692320074141,0
41,-0.4310761745742224,-1.3458232134284471,2
42,0.16583059286199361,1.0361505804028561,0
43,0.6300914119790505,-0.8460340691870579,2
44,0.29847654118115274,1.1212210730396897,0
45,0.6300914119790505,0.3449528277285938,0
46,0.7627373602982097,1.3445311162113738,0
47,0.7627373602982097,1.3445311162113738,0
48,0.4974454636598914,0.12164278455690963,0
49,0.7627373602982097,0.398121885626614,0
50,0.8290603344577893,0.6214319287982997,0
51,0.8290603344577893,1.2062915656765216,0
